Date,Open,High,Low,Close,Adj Close,Volume
2014-06-26,13185470,13197410,13062210,13157850,13157850,76201
2014-06-27,13158350,13222500,13126080,13158690,13158690,66499
2014-06-29,13161230,13163810,13146910,13148760,13148760,2009
2014-06-30,13148540,13294500,13102840,13263210,13263210,77172
2014-07-01,13263210,13329470,13237460,13255840,13255840,81591
2014-07-02,13255690,13319640,13212760,13256650,13256650,73412
2014-07-03,13256390,13266250,13089410,13198250,13198250,81538
2014-07-04,13199280,13231230,13185850,13202330,13202330,33246
2014-07-06,13204530,13207360,13159650,13174430,13174430,2073
2014-07-07,13174500,13198280,13113860,13179400,13179400,63295
2014-07-08,13179630,13247640,13134430,13181210,13181210,69140
2014-07-09,13181210,13322860,13177830,13271520,13271520,69436
2014-07-10,13271380,13450330,13270480,13361800,13361800,76982
2014-07-11,13361510,13391610,13336530,13384100,13384100,53675
2014-07-13,13390330,13395120,13380620,13386990,13386990,1513
2014-07-14,13387690,13388710,13022990,13091230,13091230,94875
2014-07-15,13091230,13137100,12921480,12955030,12955030,89481
2014-07-16,12955030,13037130,12949130,12991990,12991990,73935
2014-07-17,12991760,13246370,12988860,13196500,13196500,94215
2014-07-18,13196600,13201060,13045220,13106480,13106480,72787
2014-07-20,13101810,13121190,13096920,13106800,13106800,1847
2014-07-21,13106690,13183030,13073930,13111330,13111330,54756
2014-07-22,13111400,13157860,13019770,13078080,13078080,71518
2014-07-23,13077900,13111800,13030700,13042440,13042440,58707
2014-07-24,13042240,13048020,12876280,12929020,12929020,80984
2014-07-25,12929240,13085710,12908850,13068860,13068860,61373
2014-07-27,13075710,13080290,13041710,13058720,13058720,2487
2014-07-28,13058240,13091330,13012960,13042510,13042510,63885
2014-07-29,13042430,13121940,12961230,12993610,12993610,62835
2014-07-30,12993500,13035950,12917090,12956310,12956310,60627
2014-07-31,12955810,12972990,12807430,12830370,12830370,71705
2014-08-01,12829870,12971660,12799210,12935340,12935340,78352
2014-08-03,12940210,12941770,12927710,12940110,12940110,1548
2014-08-04,12940310,12953580,12860800,12885120,12885120,54163
2014-08-05,12885280,12939410,12824750,12885070,12885070,67181
2014-08-06,12885070,13095530,12879530,13060600,13060600,76247
2014-08-07,13060830,13146180,13019930,13112300,13112300,78841
2014-08-08,13112050,13226510,13055590,13092420,13092420,95993
2014-08-10,13086580,13114350,13084910,13096390,13096390,2427
2014-08-11,13096390,13113070,13051350,13077660,13077660,58099
2014-08-12,13077890,13178180,13056190,13086760,13086760,64532
2014-08-13,13086650,13149410,13048550,13116400,13116400,68545
2014-08-14,13116170,13194410,13087460,13129340,13129340,70056
2014-08-15,13129460,13151190,12925270,13044870,13044870,81933
2014-08-17,13027410,13030160,13011590,13017200,13017200,2090
2014-08-18,13016990,13035740,12955700,12980390,12980390,57696
2014-08-19,12980300,13022980,12938000,12947410,12947410,55079
2014-08-20,12947410,12979070,12878090,12902200,12902200,66235
2014-08-21,12901860,12904860,12719730,12776380,12776380,74231
2014-08-22,12776100,12828510,12741050,12807920,12807920,60916
2014-08-25,12788800,12808480,12743590,12761420,12761420,51406
2014-08-26,12761420,12908090,12758000,12809860,12809860,71416
2014-08-27,12809860,12873050,12806450,12833550,12833550,54018
2014-08-28,12834040,12964280,12829690,12904040,12904040,76727
2014-08-29,12903810,12912900,12832690,12867650,12867650,50184
2014-08-31,12872420,12880720,12856790,12866620,12866620,1451
2014-09-01,12866420,12898270,12847440,12863780,12863780,27948
2014-09-02,12863550,12865560,12623600,12667820,12667820,78969
2014-09-03,12667870,12714900,12611970,12691660,12691660,71385
2014-09-04,12691550,12772180,12572010,12588720,12588720,85347
2014-09-05,12588720,12736780,12583190,12685130,12685130,74319
2014-09-07,12684520,12701640,12667760,12668640,12668640,2343
2014-09-08,12668520,12717120,12513790,12560610,12560610,75658
2014-09-09,12560460,12580850,12474790,12548880,12548880,89624
2014-09-10,12548690,12576900,12437380,12488300,12488300,91920
2014-09-11,12488510,12500480,12348770,12403840,12403840,92668
2014-09-12,12404210,12406510,12275010,12292920,12292920,88878
2014-09-14,12272710,12293820,12255370,12282120,12282120,2625
2014-09-15,12282320,12385190,12277440,12332390,12332390,69007
2014-09-16,12332390,12419110,12317130,12350600,12350600,89146
2014-09-17,12350440,12391610,12159790,12197360,12197360,88177
2014-09-18,12197110,12278610,12155920,12248060,12248060,94867
2014-09-19,12247930,12284930,12136530,12152050,12152050,106917
2014-09-21,12152420,12163420,12146210,12160220,12160220,2801
2014-09-22,12160710,12203910,12081620,12149220,12149220,87775
2014-09-23,12149220,12352810,12141740,12218770,12218770,99659
2014-09-24,12218770,12260090,12149910,12156620,12156620,85495
2014-09-25,12156110,12244310,12067650,12226320,12226320,100232
2014-09-26,12227310,12312490,12122090,12179840,12179840,73179
2014-09-28,12182610,12188950,12157400,12166680,12166680,2394
2014-09-29,12166830,12232520,12148290,12164240,12164240,85410
2014-09-30,12164240,12200820,12044060,12079010,12079010,102663
2014-10-01,12079010,12193300,12045550,12151920,12151920,101856
2014-10-02,12151920,12223110,12085930,12133220,12133220,109278
2014-10-03,12133220,12135110,11899650,11905020,11905020,85691
2014-10-05,11914910,11914910,11828290,11862420,11862420,5377
2014-10-06,11863410,12089980,11829810,12066420,12066420,85898
2014-10-07,12066920,12133900,12028840,12100110,12100110,90434
2014-10-08,12100620,12240300,12048950,12196710,12196710,108404
2014-10-09,12196780,12333060,12189290,12233710,12233710,103324
2014-10-10,12233790,12254080,12173320,12227880,12227880,90927
2014-10-12,12232610,12321710,12230730,12309620,12309620,5221
2014-10-13,12309610,12377040,12249890,12353220,12353220,71431
2014-10-14,12352960,12381680,12287270,12292070,12292070,94946
2014-10-15,12292020,12496790,12217810,12401310,12401310,141014
2014-10-16,12401310,12451510,12353320,12384420,12384420,150197
2014-10-17,12383820,12416480,12316210,12376530,12376530,92900
2014-10-19,12383810,12401910,12345780,12345780,12345780,2537
2014-10-20,12345790,12487290,12345790,12456410,12456410,80417
2014-10-21,12456920,12551790,12453080,12484810,12484810,98427
2014-10-22,12484810,12493490,12404210,12424630,12424630,77047
2014-10-23,12424630,12445620,12262820,12313410,12313410,85037
2014-10-24,12313410,12342980,12287200,12306880,12306880,69721
2014-10-26,12303860,12307010,12272980,12279670,12279670,2204
2014-10-27,12280070,12319790,12252570,12261320,12261320,56973
2014-10-28,12263310,12355220,12224280,12289690,12289690,84687
2014-10-29,12289700,12305220,12081990,12125150,12125150,73869
2014-10-30,12125260,12155740,11958810,12001410,12001410,112726
2014-10-31,12001410,12026550,11611480,11724100,11724100,140815
2014-11-02,11697700,11701420,11635020,11662220,11662220,2227
2014-11-03,11662330,11737780,11615290,11650710,11650710,81314
2014-11-04,11650710,11747920,11638210,11688760,11688760,89609
2014-11-05,11688710,11692740,11377310,11434270,11434270,128687
2014-11-06,11434110,11495010,11380610,11404990,11404990,112331
2014-11-07,11404740,11786410,11315490,11777210,11777210,133778
2014-11-09,11774520,11775210,11698820,11704100,11704100,4578
2014-11-10,11704090,11771700,11472860,11553230,11553230,107818
2014-11-11,11553120,11732390,11460610,11616950,11616950,112415
2014-11-12,11617260,11700110,11572310,11588480,11588480,104762
2014-11-13,11589420,11678900,11538520,11607970,11607970,114360
2014-11-14,11607690,11935500,11468450,11884810,11884810,128021
2014-11-16,11866090,11876790,11820610,11820810,11820810,3418
2014-11-17,11821810,11941320,11814080,11862080,11862080,114320
2014-11-18,11862290,12046020,11833420,11950260,11950260,109137
2014-11-19,11950060,12021290,11750890,11820150,11820150,127910
2014-11-20,11820150,11970660,11767610,11931020,11931020,126435
2014-11-21,11930810,12077600,11866780,12011820,12011820,124688
2014-11-23,12006010,12041860,12003420,12014540,12014540,2993
2014-11-24,12014620,12035990,11927710,11971010,11971010,78646
2014-11-25,11971140,12029110,11903340,12012220,12012220,99986
2014-11-26,12012220,12015830,11948400,11975510,11975510,62422
2014-11-27,11975020,11995770,11855520,11893680,11893680,73527
2014-11-28,11893350,11907410,11651810,11664910,11664910,88702
2014-11-30,11510790,11538500,11426390,11506390,11506390,6496
2014-12-01,11508090,12210120,11466210,12058290,12058290,162442
2014-12-02,12058300,12106220,11919270,11976320,11976320,115553
2014-12-03,11976820,12150120,11944250,12080270,12080270,94120
2014-12-04,12080420,12133010,12012880,12043090,12043090,97344
2014-12-05,12042960,12074810,11863110,11919420,11919420,97503
2014-12-07,11904390,11908520,11870660,11891810,11891810,3095
2014-12-08,11891610,12088190,11885610,12029340,12029340,80233
2014-12-09,12028900,12381910,11993410,12290990,12290990,130397
2014-12-10,12291000,12381740,12245920,12295390,12295390,127016
2014-12-11,12295390,12326730,12158310,12265230,12265230,123911
2014-12-12,12265330,12273110,12144420,12222100,12222100,113148
2014-12-14,12218220,12240800,12208790,12217390,12217390,2052
2014-12-15,12219790,12240770,11905790,11985420,11985420,116660
2014-12-16,11985420,12234470,11874880,11975610,11975610,142186
2014-12-17,11975000,12029110,11829740,11903100,11903100,116120
2014-12-18,11902350,12137980,11891330,11966080,11966080,97442
2014-12-19,11965420,12012310,11935090,11953620,11953620,80152
2014-12-21,11954620,11956160,11936420,11954390,11954390,1875
2014-12-22,11954400,12032200,11705980,11738290,11738290,81572
2014-12-23,11738300,11848710,11725580,11782090,11782090,62658
2014-12-24,11781860,11811610,11727490,11746720,11746720,32181
2014-12-25,11760490,11788800,11760190,11768300,11768300,1894
2014-12-26,11768220,11989820,11765280,11956060,11956060,52438
2014-12-28,11940700,11962920,11938330,11938330,11938330,1509
2014-12-29,11938070,11973910,11788080,11817140,11817140,70062
2014-12-30,11817490,12104650,11806690,11993220,11993220,91585
2014-12-31,11994290,12037720,11795880,11837010,11837010,58816
2015-01-01,11839490,11874030,11832300,11866640,11866640,1514
2015-01-02,11866840,11949980,11674300,11883540,11883540,82790
2015-01-04,11881110,11884800,11779290,11838410,11838410,3520
2015-01-05,11838410,12073870,11827840,12032410,12032410,90778
2015-01-06,12032300,12230220,12016030,12161160,12161160,105674
2015-01-07,12163720,12185680,12089510,12122690,12122690,87973
2015-01-08,12122700,12164290,12047710,12081070,12081070,79238
2015-01-09,12080960,12239780,12069390,12230320,12230320,86210
2015-01-11,12230290,12263300,12227290,12255140,12255140,2564
2015-01-12,12255250,12358220,12174720,12312770,12312770,95243
2015-01-13,12312640,12440870,12272380,12330070,12330070,126727
2015-01-14,12330070,12443080,12249760,12308660,12308660,145073
2015-01-15,12308910,12667120,12259650,12619300,12619300,162540
2015-01-16,12619790,12820310,12549300,12802220,12802220,122277
2015-01-18,12800820,12813580,12753110,12785790,12785790,2286
2015-01-19,12785830,12791020,12719980,12755410,12755410,58963
2015-01-20,12755720,12971210,12740010,12920210,12920210,133634
2015-01-21,12920800,13052440,12845490,12918110,12918110,134355
2015-01-22,12917680,13074740,12795340,13009120,13009120,129273
2015-01-23,13008410,13018080,12843080,12940010,12940010,110375
2015-01-25,12931090,12979120,12900520,12968610,12968610,3564
2015-01-26,12968610,12991090,12758280,12798720,12798720,112692
2015-01-27,12798680,12975270,12722210,12933380,12933380,117721
2015-01-28,12933490,12936290,12797000,12848620,12848620,104793
2015-01-29,12849610,12858710,12520500,12606800,12606800,133182
2015-01-30,12606790,12846990,12570410,12833510,12833510,111092
2015-02-01,12818490,12825900,12794220,12806720,12806720,2322
2015-02-02,12806720,12833410,12662920,12745900,12745900,109067
2015-02-03,12746010,12856700,12554610,12614410,12614410,118234
2015-02-04,12614110,12738790,12566340,12723410,12723410,110114
2015-02-05,12723640,12736650,12561410,12653270,12653270,100129
2015-02-06,12653280,12686960,12282980,12336020,12336020,98861
2015-02-08,12363800,12388100,12342290,12379320,12379320,2652
2015-02-09,12379620,12436580,12350330,12386680,12386680,82549
2015-02-10,12386770,12458080,12309460,12334180,12334180,101987
2015-02-11,12334430,12386490,12164990,12205020,12205020,87109
2015-02-12,12204870,12328670,12190610,12235660,12235660,97414
2015-02-13,12235550,12348990,12228000,12294610,12294610,89083
2015-02-15,12279210,12293600,12272420,12289020,12289020,1508
2015-02-16,12288720,12365380,12286210,12317620,12317620,49921
2015-02-17,12317600,12339320,12037130,12093620,12093620,82789
2015-02-18,12093540,12143390,11975310,12130550,12130550,80009
2015-02-19,12131200,12229120,12053340,12087920,12087920,86922
2015-02-20,12087920,12153880,11981410,12015820,12015820,82501
2015-02-22,12033700,12035410,12008110,12022980,12022980,2042
2015-02-23,12023180,12102790,11907490,12030360,12030360,63433
2015-02-24,12030420,12050090,11903880,12048610,12048610,88668
2015-02-25,12048610,12117820,12010690,12055520,12055520,78971
2015-02-26,12055520,12199410,12035310,12100910,12100910,99810
2015-02-27,12100730,12193290,12044390,12129710,12129710,85657
2015-03-01,12136690,12154190,12125090,12140360,12140360,2031
2015-03-02,12140020,12231890,12045950,12068790,12068790,93968
2015-03-03,12068990,12147680,11953780,12046240,12046240,91755
2015-03-04,12045940,12089310,11982140,12022680,12022680,75707
2015-03-05,12022680,12093800,11964580,12000990,12000990,70122
2015-03-06,12000690,12006390,11637230,11669910,11669910,91719
2015-03-08,11692090,11705800,11682990,11696590,11696590,1797
2015-03-09,11696480,11752890,11657980,11665890,11665890,71337
2015-03-10,11665730,11705290,11551920,11638910,11638910,97234
2015-03-11,11639310,11651910,11474620,11554790,11554790,90181
2015-03-12,11554800,11664790,11485380,11540610,11540610,88790
2015-03-13,11540610,11617180,11513480,11580930,11580930,67300
2015-03-15,11587200,11587200,11556110,11568530,11568530,3419
2015-03-16,11568330,11640470,11503360,11563600,11563600,65796
2015-03-17,11563450,11598290,11427590,11497690,11497690,72214
2015-03-18,11498010,11756050,11459080,11716380,11716380,89670
2015-03-19,11716880,11777410,11595140,11719600,11719600,95262
2015-03-20,11719600,11879470,11687280,11818840,11818840,84484
2015-03-22,11834690,11871780,11832900,11865180,11865180,3326
2015-03-23,11865690,11915790,11793080,11895390,11895390,89056
2015-03-24,11895530,11949890,11853990,11917480,11917480,80205
2015-03-25,11917980,11996890,11866180,11949180,11949180,63871
2015-03-26,11949180,12196810,11944680,12032190,12032190,95148
2015-03-27,12031800,12061470,11925990,11982930,11982930,71606
2015-03-29,11985710,11993610,11963010,11971810,11971810,2622
2015-03-30,11971100,11983890,11823180,11859040,11859040,71794
2015-03-31,11858930,11907190,11783910,11835830,11835830,82217
2015-04-01,11836320,12085980,11808210,12038210,12038210,79211
2015-04-02,12038210,12073020,11949090,12018990,12018990,76320
2015-04-05,12131600,12178470,12129000,12177190,12177190,3619
2015-04-06,12177190,12241880,12138070,12146800,12146800,70973
2015-04-07,12146800,12147780,12074250,12089060,12089060,67711
2015-04-08,12089180,12123110,11973790,12011790,12011790,82363
2015-04-09,12011790,12026010,11926180,11944430,11944430,65488
2015-04-10,11944440,12107390,11932520,12067740,12067740,64149
2015-04-12,12068310,12087220,12066120,12079220,12079220,2194
2015-04-13,12079190,12094980,11963880,11992120,11992120,69198
2015-04-14,11992190,12014290,11839700,11938780,11938780,94408
2015-04-15,11938790,12050230,11889010,12047690,12047690,81968
2015-04-16,12047590,12091680,11947520,11990630,11990630,99627
2015-04-17,11990440,12077790,11974280,12030460,12030460,94660
2015-04-19,12045720,12066290,12036290,12064780,12064780,2563
2015-04-20,12064780,12090770,11913830,11960260,11960260,90307
2015-04-21,11960260,12042820,11931390,12018070,12018070,71285
2015-04-22,12018190,12047590,11856790,11889530,11889530,89492
2015-04-23,11889530,11979800,11843040,11937910,11937910,92033
2015-04-24,11937910,11959020,11752040,11790540,11790540,85380
2015-04-26,11798200,11802390,11786130,11798930,11798930,3445
2015-04-27,11798600,12072180,11786160,11998160,11998160,98800
2015-04-28,11998160,12150310,11992110,12116360,12116360,96302
2015-04-29,12116260,12140440,12013470,12046120,12046120,97236
2015-04-30,12046020,12071790,11770510,11844100,11844100,120089
2015-05-01,11844250,11851890,11695830,11780280,11780280,78249
2015-05-03,11779620,11800470,11777090,11785600,11785600,4174
2015-05-04,11785590,11928120,11778380,11884010,11884010,86359
2015-05-05,11884010,11998090,11857090,11952610,11952610,93933
2015-05-06,11952610,11976050,11882220,11902780,11902780,81855
2015-05-07,11902780,11913100,11788370,11842510,11842510,89835
2015-05-08,11842510,11934450,11818110,11878800,11878800,96838
2015-05-10,11894890,11903780,11880330,11899110,11899110,4005
2015-05-11,11899110,11917700,11788910,11837520,11837520,79952
2015-05-12,11837400,11970250,11808290,11923550,11923550,94006
2015-05-13,11923550,12188580,11912490,12136110,12136110,107787
2015-05-14,12136020,12272700,12123110,12209970,12209970,111645
2015-05-15,12210170,12261390,12109600,12236930,12236930,93320
2015-05-17,12238590,12253290,12234340,12238050,12238050,2796
2015-05-18,12238200,12323290,12215870,12241390,12241390,91442
2015-05-19,12241390,12246590,12057530,12093810,12093810,103752
2015-05-20,12094310,12133690,12032840,12099620,12099620,82344
2015-05-21,12100110,12127590,12015890,12058790,12058790,68717
2015-05-22,12058880,12148390,12015290,12058880,12058880,61012
2015-05-24,12055680,12055680,12033690,12039080,12039080,2235
2015-05-25,12038790,12085800,12028010,12067780,12067780,37399
2015-05-26,12067880,12069590,11855320,11883180,11883180,73064
2015-05-27,11883180,11908580,11836680,11874580,11874580,75756
2015-05-28,11874780,11921480,11804210,11887680,11887680,82182
2015-05-29,11887690,11938730,11857480,11902980,11902980,65882
2015-05-31,11892690,11973080,11892690,11911880,11911880,5402
2015-06-01,11911880,12042480,11845590,11890710,11890710,85162
2015-06-02,11890710,11962490,11859510,11936380,11936380,97953
2015-06-03,11936880,11955430,11793910,11855490,11855490,87803
2015-06-04,11855590,11861700,11729080,11777080,11777080,99068
2015-06-05,11777180,11785790,11627410,11716890,11716890,75200
2015-06-07,11705320,11712790,11690690,11712280,11712280,4567
2015-06-08,11712300,11775800,11694510,11735580,11735580,96727
2015-06-09,11735790,11828990,11731690,11772390,11772390,82496
2015-06-10,11772500,11922590,11751980,11862780,11862780,92749
2015-06-11,11862490,11879280,11756290,11816210,11816210,74937
2015-06-12,11816210,11842520,11766790,11814180,11814180,63247
2015-06-14,11804380,11863590,11804380,11839980,11839980,6415
2015-06-15,11839980,11904920,11727290,11859190,11859190,84126
2015-06-16,11859680,11878710,11760290,11821110,11821110,75284
2015-06-17,11821620,11891390,11745690,11849290,11849290,71363
2015-06-18,11849180,12056900,11840380,12004410,12004410,100546
2015-06-19,12004590,12041390,11983190,11997980,11997980,70283
2015-06-21,11996280,12009600,11965120,11989380,11989380,5977
2015-06-22,11989480,11999700,11821210,11857620,11857620,70347
2015-06-23,11857700,11880690,11764080,11786880,11786880,73541
2015-06-24,11786880,11802290,11708490,11753820,11753820,72616
2015-06-25,11753790,11780990,11715400,11744110,11744110,66025
2015-06-26,11744110,11786190,11685290,11752390,11752390,68089
2015-06-28,11842310,11880690,11817300,11855180,11855180,12910
2015-06-29,11855190,11870720,11738080,11790210,11790210,99341
2015-06-30,11790210,11804500,11668980,11718890,11718890,98434
2015-07-01,11727820,11750490,11675510,11682320,11682320,87549
2015-07-02,11682320,11693590,11569800,11658890,11658890,88280
2015-07-03,11658890,11702290,11654080,11686490,11686490,44230
2015-07-05,11735990,11748800,11712090,11731300,11731300,9654
2015-07-06,11731300,11744180,11628480,11694910,11694910,87462
2015-07-07,11694910,11699410,11479790,11545010,11545010,107471
2015-07-08,11544510,11646280,11471580,11567180,11567180,121421
2015-07-09,11567180,11676600,11559490,11579810,11579810,99641
2015-07-10,11579810,11653790,11576810,11629210,11629210,78225
2015-07-12,11629990,11647590,11616110,11624480,11624480,6344
2015-07-13,11624580,11641780,11511190,11565110,11565110,91414
2015-07-14,11565280,11597380,11528890,11561220,11561220,73865
2015-07-15,11561220,11564820,11432090,11480290,11480290,78535
2015-07-16,11480290,11487900,11422290,11445690,11445690,85035
2015-07-17,11445580,11457390,11311580,11342000,11342000,77128
2015-07-19,11334690,11334690,11292880,11321320,11321320,6222
2015-07-20,11321320,11328880,10706980,10993420,10993420,148909
2015-07-21,10993180,11098790,10983010,10995780,10995780,107701
2015-07-22,10995980,11026490,10870780,10940780,10940780,112927
2015-07-23,10941510,11058730,10871890,10908980,10908980,110999
2015-07-24,10908980,11015610,10772190,10985720,10985720,126148
2015-07-26,10990290,11008490,10951790,10973080,10973080,7350
2015-07-27,10973190,11050010,10883390,10942680,10942680,140062
2015-07-28,10942680,10989490,10915590,10959010,10959010,99519
2015-07-29,10958520,11018500,10903980,10975110,10975110,119484
2015-07-30,10975110,10985900,10824980,10890120,10890120,104879
2015-07-31,10890120,11033780,10799490,10952720,10952720,109604
2015-08-02,10959090,10963890,10927880,10931910,10931910,4962
2015-08-03,10932420,10976890,10831880,10842780,10842780,84824
2015-08-04,10842780,10947020,10809680,10857420,10857420,124735
2015-08-05,10857800,10925710,10829590,10849710,10849710,93570
2015-08-06,10849710,10939690,10834720,10892980,10892980,77654
2015-08-07,10892580,10994590,10827790,10929190,10929190,96622
2015-08-09,10943420,10943990,10917710,10917820,10917820,4849
2015-08-10,10917900,11088790,10895980,11057580,11057580,85433
2015-08-11,11057120,11193480,10937780,11086290,11086290,106041
2015-08-12,11086300,11256600,11017410,11240300,11240300,112269
2015-08-13,11240390,11268080,11135890,11143410,11143410,101694
2015-08-14,11143590,11210210,11118580,11138280,11138280,84235
2015-08-16,11139610,11148490,11135600,11143020,11143020,3668
2015-08-17,11143390,11227880,11139110,11169880,11169880,76497
2015-08-18,11169690,11210800,11096380,11176010,11176010,77988
2015-08-19,11175880,11345820,11162580,11337520,11337520,92500
2015-08-20,11337520,11556700,11332280,11556590,11556590,99678
2015-08-21,11556490,11682190,11489120,11600710,11600710,111497
2015-08-23,11607390,11652900,11603900,11629290,11629290,9936
2015-08-24,11629290,11700290,11457580,11536680,11536680,172858
2015-08-25,11536180,11565780,11345690,11461190,11461190,132429
2015-08-26,11461900,11462300,11177220,11243690,11243690,145028
2015-08-27,11243290,11293010,11182780,11268280,11268280,142108
2015-08-28,11268290,11407920,11237580,11330210,11330210,134571
2015-08-30,11328490,11341990,11313090,11323590,11323590,6197
2015-08-31,11323490,11366290,11256680,11347580,11347580,103689
2015-09-01,11347580,11478610,11343280,11393290,11393290,116650
2015-09-02,11393290,11423980,11320480,11330390,11330390,101269
2015-09-03,11330390,11342600,11218090,11256790,11256790,94646
2015-09-04,11257100,11322100,11167800,11209210,11209210,87172
2015-09-06,11229200,11235600,11203490,11205980,11205980,2745
2015-09-07,11206380,11247790,11157880,11206300,11206300,68751
2015-09-08,11206290,11266810,11185780,11227310,11227310,97051
2015-09-09,11227310,11253420,11012390,11078020,11078020,104087
2015-09-10,11078020,11149880,11037420,11117000,11117000,106757
2015-09-11,11116990,11128690,10987280,11072010,11072010,79985
2015-09-13,11076900,11079290,11047180,11047780,11047780,3318
2015-09-14,11047680,11104210,11035290,11090790,11090790,71804
2015-09-15,11091080,11092510,11024590,11051210,11051210,58163
2015-09-16,11051210,11241520,11039580,11197490,11197490,98376
2015-09-17,11198510,11356800,11153880,11309290,11309290,104230
2015-09-18,11309300,11416390,11275290,11384210,11384210,102912
2015-09-20,11389110,11398900,11371290,11373290,11373290,4973
2015-09-21,11373480,11398490,11295180,11322690,11322690,68852
2015-09-22,11322690,11366020,11213280,11244390,11244390,87688
2015-09-23,11244190,11341710,11218190,11319890,11319890,68320
2015-09-24,11320090,11567110,11304790,11498200,11498200,119198
2015-09-25,11498190,11511720,11407310,11457800,11457800,117344
2015-09-27,11450410,11467620,11442600,11467620,11467620,3152
2015-09-28,11467620,11481990,11279200,11322290,11322290,104305
2015-09-29,11322290,11346380,11242980,11258380,11258380,104043
2015-09-30,11258320,11281190,11116980,11151690,11151690,111665
2015-10-01,11151190,11191110,11110380,11136700,11136700,83214
2015-10-02,11136690,11412230,11046080,11380590,11380590,116179
2015-10-04,11375210,11396400,11364790,11367790,11367790,5754
2015-10-05,11368000,11418820,11300890,11356680,11356680,107796
2015-10-06,11356680,11511300,11349510,11464510,11464510,89073
2015-10-07,11464380,11536290,11417380,11450890,11450890,106465
2015-10-08,11450880,11512590,11365690,11407810,11407810,113295
2015-10-09,11407880,11596310,11398510,11547080,11547080,120024
2015-10-11,11551490,11566100,11548890,11556280,11556280,4198
2015-10-12,11556380,11690010,11547890,11616210,11616210,107823
2015-10-13,11616210,11689980,11517920,11676210,11676210,126707
2015-10-14,11676720,11897390,11633780,11852520,11852520,144736
2015-10-15,11853020,11914500,11743980,11816410,11816410,142550
2015-10-16,11816410,11844420,11742390,11766400,11766400,104478
2015-10-18,11764490,11774980,11751890,11774420,11774420,5269
2015-10-19,11774420,11781490,11685490,11691000,11691000,94009
2015-10-20,11690990,11808890,11673280,11772980,11772980,100156
2015-10-21,11772980,11792180,11637190,11657990,11657990,121110
2015-10-22,11658000,11717300,11625790,11655010,11655010,128274
2015-10-23,11655010,11793510,11589290,11641800,11641800,128791
2015-10-25,11636410,11641890,11621880,11640590,11640590,4426
2015-10-26,11640490,11696400,11620690,11637290,11637290,94010
2015-10-27,11637480,11687290,11606780,11662610,11662610,87712
2015-10-28,11662610,11829090,11522780,11587820,11587820,113005
2015-10-29,11587820,11626390,11433790,11472420,11472420,143855
2015-10-30,11472420,11500190,11392110,11418310,11418310,124923
2015-11-01,11416520,11419920,11341580,11405910,11405910,4361
2015-11-02,11406590,11429890,11325490,11331310,11331310,97137
2015-11-03,11331310,11382400,11143580,11199290,11199290,105898
2015-11-04,11199290,11227800,11063290,11098610,11098610,110772
2015-11-05,11098110,11114490,11029190,11053800,11053800,110279
2015-11-06,11053900,11104290,10854000,10894520,10894520,114606
2015-11-08,10897420,10914390,10890290,10899390,10899390,3018
2015-11-09,10899390,10957200,10883390,10928180,10928180,98883
2015-11-10,10928680,10945880,10851790,10900900,10900900,87489
2015-11-11,10900900,10935500,10841090,10867310,10867310,90065
2015-11-12,10867310,10896390,10741290,10839300,10839300,117236
2015-11-13,10839290,10885580,10797080,10834910,10834910,125427
2015-11-15,10891400,10901690,10859290,10891990,10891990,5666
2015-11-16,10892200,10981390,10813090,10836390,10836390,118388
2015-11-17,10836400,10849690,10654280,10692080,10692080,122744
2015-11-18,10692080,10753590,10646150,10717080,10717080,130335
2015-11-19,10717080,10873790,10693790,10820090,10820090,136516
2015-11-20,10819890,10880480,10758010,10775920,10775920,118961
2015-11-22,10770310,10770720,10734120,10757810,10757810,3117
2015-11-23,10758120,10766820,10667610,10699910,10699910,120492
2015-11-24,10699910,10811020,10691190,10752680,10752680,106903
2015-11-25,10752610,10807800,10678910,10707290,10707290,97161
2015-11-26,10707290,10748220,10696390,10718190,10718190,66174
2015-11-27,10718300,10737520,10527080,10574690,10574690,95265
2015-11-29,10568390,10587990,10568390,10571600,10571600,3728
2015-11-30,10571590,10696790,10531310,10642180,10642180,98021
2015-12-01,10642200,10746290,10632020,10698690,10698690,116111
2015-12-02,10698990,10705790,10506000,10540610,10540610,116131
2015-12-03,10540110,10653990,10462310,10632000,10632000,169842
2015-12-04,10633400,10888410,10581280,10858510,10858510,179630
2015-12-06,10856710,10861400,10825980,10831090,10831090,4677
2015-12-07,10830790,10865810,10661890,10710290,10710290,131683
2015-12-08,10710090,10791580,10675900,10759790,10759790,133184
2015-12-09,10759790,10853490,10695000,10722500,10722500,139248
2015-12-10,10722490,10764310,10693590,10719090,10719090,124189
2015-12-11,10719090,10794900,10623810,10741910,10741910,138945
2015-12-13,10732600,10740600,10720110,10721090,10721090,3664
2015-12-14,10721790,10774990,10586500,10614690,10614690,140066
2015-12-15,10614810,10686690,10588490,10611900,10611900,135381
2015-12-16,10611890,10783090,10608800,10694290,10694290,127765
2015-12-17,10694190,10728690,10476400,10527990,10527990,137199
2015-12-18,10528000,10715780,10511890,10658110,10658110,112767
2015-12-20,10659020,10664290,10643320,10651690,10651690,2770
2015-12-21,10652190,10816390,10638380,10773100,10773100,130016
2015-12-22,10773090,10806910,10717190,10734910,10734910,122647
