Date,Open,High,Low,Close,Adj Close,Volume
2017-05-08,12346420,12364920,12256000,12277620,12277620,153006
2017-05-09,12277620,12285910,12142590,12234080,12234080,164715
2017-05-10,12234080,12256190,12175420,12177080,12177080,151016
2017-05-11,12176990,12276180,12169490,12249410,12249410,145446
2017-05-12,12249420,12317390,12244280,12274420,12274420,135942
2017-05-14,12281280,12304920,12280480,12297090,12297090,5478
2017-05-15,12297010,12372810,12269420,12314020,12314020,149858
2017-05-16,12314010,12444710,12303810,12433490,12433490,142682
2017-05-17,12433980,12630620,12410380,12602880,12602880,206245
2017-05-18,12602580,12650020,12460000,12484810,12484810,243543
2017-05-19,12485220,12563920,12473210,12552210,12552210,172514
2017-05-21,12569980,12575520,12544590,12569520,12569520,7122
2017-05-22,12570420,12634710,12517480,12630720,12630720,156301
2017-05-23,12630710,12637280,12506290,12509920,12509920,176179
2017-05-24,12510810,12589180,12479520,12578220,12578220,164426
2017-05-25,12578110,12596290,12530380,12551910,12551910,162255
2017-05-26,12551210,12694290,12540990,12664920,12664920,147402
2017-05-28,12671210,12689920,12660720,12682910,12682910,4938
2017-05-29,12681920,12686910,12650210,12668020,12668020,53623
2017-05-30,12667410,12704390,12593690,12623720,12623720,136171
2017-05-31,12623720,12740720,12595290,12686580,12686580,153730
2017-06-01,12686420,12702790,12614880,12646810,12646810,145687
2017-06-02,12646810,12794720,12590290,12782980,12782980,146010
2017-06-04,12797580,12812290,12783590,12798680,12798680,5026
2017-06-05,12798680,12833810,12777490,12804490,12804490,121612
2017-06-06,12804490,12960580,12796280,12936610,12936610,170483
2017-06-07,12936610,12942320,12826180,12845690,12845690,160448
2017-06-08,12845690,12888990,12713110,12798920,12798920,180027
2017-06-09,12798080,12801590,12646280,12663320,12663320,168738
2017-06-11,12668710,12679620,12662210,12677520,12677520,5319
2017-06-12,12677410,12703510,12635580,12651910,12651910,162021
2017-06-13,12651920,12689120,12592680,12672680,12672680,138046
2017-06-14,12672510,12810870,12571380,12633680,12633680,188956
2017-06-15,12633680,12666560,12514920,12538310,12538310,165237
2017-06-16,12537920,12571410,12517690,12532410,12532410,124184
2017-06-18,12542210,12556620,12533210,12546280,12546280,6127
2017-06-19,12546420,12552390,12425380,12437610,12437610,135462
2017-06-20,12437610,12480920,12412810,12448680,12448680,133374
2017-06-21,12448880,12497620,12409690,12489120,12489120,144684
2017-06-22,12488680,12546820,12466210,12514680,12514680,141640
2017-06-23,12514320,12588110,12500000,12560020,12560020,114371
2017-06-25,12571210,12579910,12567720,12573610,12573610,3541
2017-06-26,12573620,12574090,12360010,12430910,12430910,131370
2017-06-27,12430910,12531120,12413410,12492680,12492680,152959
2017-06-28,12491980,12548490,12478510,12496120,12496120,159790
2017-06-29,12496990,12531480,12397910,12464480,12464480,177804
2017-06-30,12464580,12482220,12393080,12404110,12404110,149295
2017-07-02,12416210,12426720,12405710,12417780,12417780,5360
2017-07-03,12417780,12419920,12184890,12233720,12233720,157401
2017-07-04,12233610,12273890,12205810,12266410,12266410,94687
2017-07-05,12266410,12291320,12174290,12265290,12265290,162556
2017-07-06,12265080,12278990,12189420,12227620,12227620,142811
2017-07-07,12227620,12284490,12072510,12122510,12122510,132475
2017-07-09,12123280,12137620,12113690,12133320,12133320,5395
2017-07-10,12133320,12155810,12048320,12136480,12136480,125039
2017-07-11,12136480,12180220,12081720,12178580,12178580,134502
2017-07-12,12178580,12256510,12133890,12190380,12190380,144816
2017-07-13,12190380,12244190,12164990,12175790,12175790,135120
2017-07-14,12175890,12328580,12147610,12285010,12285010,134447
2017-07-16,12291090,12310420,12282110,12307710,12307710,6628
2017-07-17,12307710,12359720,12293490,12328520,12328520,116433
2017-07-18,12328520,12445210,12327910,12426620,12426620,146249
2017-07-19,12426690,12439780,12359280,12412980,12412980,124225
2017-07-20,12413710,12475120,12352810,12438890,12438890,158783
2017-07-21,12438980,12557010,12434010,12546610,12546610,144493
2017-07-23,12551220,12562480,12533380,12561490,12561490,6635
2017-07-24,12561420,12587910,12519010,12536210,12536210,147953
2017-07-25,12535580,12578890,12465910,12467290,12467290,161948
2017-07-26,12467290,12635080,12437310,12602180,12602180,171234
2017-07-27,12602220,12652290,12544990,12600380,12600380,201600
2017-07-28,12600380,12708220,12573310,12688020,12688020,161098
2017-07-30,12700710,12711290,12696080,12702080,12702080,6807
2017-07-31,12702280,12704310,12657490,12674810,12674810,146437
2017-08-01,12674820,12740610,12626380,12676220,12676220,178938
2017-08-02,12676310,12728120,12574010,12630280,12630280,158835
2017-08-03,12630280,12707990,12598380,12691280,12691280,164590
2017-08-04,12691710,12701180,12541620,12580720,12580720,144009
2017-08-06,12587780,12588720,12565220,12573220,12573220,6453
2017-08-07,12573210,12598690,12557120,12576220,12576220,132052
2017-08-08,12576210,12651810,12514880,12620080,12620080,154932
2017-08-09,12620080,12786880,12612910,12757910,12757910,193607
2017-08-10,12757920,12877920,12745980,12865920,12865920,182455
2017-08-11,12865220,12920110,12812710,12882580,12882580,163938
2017-08-13,12901210,12901210,12877210,12888110,12888110,5577
2017-08-14,12887220,12895310,12785880,12791220,12791220,161427
2017-08-15,12791280,12795290,12672780,12729310,12729310,156851
2017-08-16,12729310,12840920,12677310,12829410,12829410,158036
2017-08-17,12829410,12901210,12814380,12884710,12884710,193511
2017-08-18,12884720,13008280,12834810,12835110,12835110,192720
2017-08-20,12831720,12842220,12804910,12834790,12834790,6488
2017-08-21,12835910,12937020,12818210,12916280,12916280,157465
2017-08-22,12915780,12915890,12819910,12831980,12831980,149404
2017-08-23,12831880,12914110,12827510,12905210,12905210,151644
2017-08-24,12905080,12907720,12844680,12866180,12866180,164087
2017-08-25,12866180,12943780,12761370,12906720,12906720,156790
2017-08-27,12922410,12946890,12919890,12925610,12925610,7753
2017-08-28,12925610,13243910,12917790,13174410,13174410,149720
2017-08-29,13174420,13259510,13049890,13088810,13088810,198235
2017-08-30,13088290,13136410,13051380,13071920,13071920,164519
2017-08-31,13071910,13236310,12982880,13212180,13212180,177787
2017-09-01,13212080,13288090,13164410,13236610,13236610,156688
2017-09-03,13345210,13384210,13335320,13360310,13360310,11031
2017-09-04,13360320,13395920,13317420,13328570,13328570,107987
2017-09-05,13328930,13443280,13262590,13415710,13415710,197178
2017-09-06,13415690,13424290,13315980,13334010,13334010,181550
2017-09-07,13333880,13498390,13325910,13488380,13488380,190861
2017-09-08,13489320,13574980,13427110,13460610,13460610,185330
2017-09-10,13358710,13399820,13338620,13377520,13377520,9802
2017-09-11,13376510,13390110,13263490,13271710,13271710,149888
2017-09-12,13272080,13345220,13225890,13308920,13308920,174903
2017-09-13,13308910,13345990,13209910,13222280,13222280,165815
2017-09-14,13222290,13342920,13157180,13339120,13339120,169876
2017-09-15,13339110,13340810,13193180,13196420,13196420,176412
2017-09-17,13192880,13198910,13144580,13162510,13162510,8416
2017-09-18,13162510,13196390,13046020,13088480,13088480,180345
2017-09-19,13088480,13116420,13051380,13107980,13107980,190588
2017-09-20,13107980,13159680,12960080,12989510,12989510,207856
2017-09-21,12989310,13008820,12881610,12919110,12919110,220814
2017-09-22,12918980,12986890,12912280,12971310,12971310,184942
2017-09-24,12979720,12980210,12894280,12920310,12920310,10154
2017-09-25,12920310,13119210,12907580,13083110,13083110,205726
2017-09-26,13083110,13136020,12921690,12932320,12932320,205451
2017-09-27,12932310,12962080,12814510,12835110,12835110,206749
2017-09-28,12835120,12887410,12776820,12869320,12869320,203617
2017-09-29,12869310,12903320,12757510,12785020,12785020,191096
2017-10-01,12795410,12800720,12767710,12778680,12778680,7513
2017-10-02,12778610,12778780,12693280,12710920,12710920,185657
2017-10-03,12710710,12747010,12682980,12724390,12724390,166952
2017-10-04,12724390,12821720,12705920,12739590,12739590,173604
2017-10-05,12739520,12789620,12663280,12690520,12690520,166772
2017-10-06,12690510,12764920,12605810,12762620,12762620,178804
2017-10-08,12760510,12777220,12753320,12765910,12765910,6695
2017-10-09,12765920,12854310,12752510,12831690,12831690,156855
2017-10-10,12831910,12941690,12820810,12895810,12895810,197862
2017-10-11,12895820,12934910,12845380,12923720,12923720,197111
2017-10-12,12924010,12974310,12896310,12939160,12939160,181230
2017-10-13,12939230,13037720,12908580,13035110,13035110,188100
2017-10-15,13031310,13042680,13017180,13042290,13042290,8339
2017-10-16,13041780,13060120,12904820,12949710,12949710,185050
2017-10-17,12949890,12952090,12815180,12859320,12859320,192271
2017-10-18,12859310,12888510,12769720,12803010,12803010,181262
2017-10-19,12803010,12910380,12766390,12900720,12900720,221879
2017-10-20,12900710,12905680,12779210,12800610,12800610,203782
2017-10-22,12794210,12794220,12742610,12749420,12749420,9520
2017-10-23,12749380,12832310,12725180,12826310,12826310,186756
2017-10-24,12826310,12836120,12737010,12756910,12756910,192387
2017-10-25,12756810,12799810,12710000,12792490,12792490,214852
2017-10-26,12792490,12824990,12656820,12670910,12670910,217289
2017-10-27,12670880,12739720,12634790,12737910,12737910,200434
2017-10-29,12727790,12738880,12719390,12723520,12723520,6904
2017-10-30,12723310,12787720,12689480,12771280,12771280,177817
2017-10-31,12771280,12781080,12676610,12699390,12699390,179894
2017-11-01,12699390,12808490,12679410,12753680,12753680,213575
2017-11-02,12753180,12840680,12733320,12776580,12776580,213382
2017-11-03,12776680,12801420,12654690,12697120,12697120,170832
2017-11-05,12699010,12707680,12687480,12704890,12704890,4911
2017-11-06,12704890,12828620,12660420,12799810,12799810,207582
2017-11-07,12799910,12806690,12718620,12775820,12775820,210140
2017-11-08,12775810,12871420,12759010,12818210,12818210,206578
2017-11-09,12818120,12886990,12799310,12859990,12859990,247715
2017-11-10,12860410,12870310,12733920,12753000,12753000,210356
2017-11-12,12748510,12756220,12742610,12751720,12751720,3821
2017-11-13,12751680,12797220,12748010,12777920,12777920,183097
2017-11-14,12777910,12835520,12699020,12808710,12808710,206725
2017-11-15,12808710,12894510,12766780,12793590,12793590,226972
2017-11-16,12794320,12817420,12751010,12791980,12791980,197321
2017-11-17,12791810,12969410,12789210,12940710,12940710,207466
2017-11-19,12933720,12947490,12916720,12935210,12935210,6767
2017-11-20,12935220,12941380,12745690,12792810,12792810,216051
2017-11-21,12792910,12847020,12763700,12819010,12819010,199964
2017-11-22,12819420,12946580,12790500,12908590,12908590,210604
2017-11-23,12908810,12935020,12870410,12912880,12912880,119506
2017-11-24,12912310,12932020,12856690,12884480,12884480,163529
2017-11-26,12891210,12892120,12872210,12873620,12873620,3419
2017-11-27,12873610,12991680,12867210,12944580,12944580,179232
2017-11-28,12944810,12973770,12906010,12939380,12939380,196124
2017-11-29,12939380,12966210,12819910,12840780,12840780,223472
2017-11-30,12840780,12852320,12703710,12748980,12748980,231979
2017-12-01,12749010,12892090,12716190,12802010,12802010,241918
2017-12-03,12745220,12754340,12724310,12738210,12738210,7144
2017-12-04,12738220,12771310,12710510,12764720,12764720,204326
2017-12-05,12764980,12769220,12609320,12661980,12661980,207728
